Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn_from_pod2_host1_to_pod3_host7_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0188417, 0.0186415, 6.13905e+08

conn_from_pod2_host1_to_pod3_host8_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187366, 0.0185375, 6.17349e+08

conn_from_pod2_host1_to_pod3_host9_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0185338, 0.0183369, 6.24103e+08

conn_from_pod2_host1_to_pod4_host1_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187618, 0.0185624, 6.1652e+08

conn_from_pod2_host1_to_pod4_host2_flow_1, 1500, 1536000, 1551000, 1536000, 0.976562, 15000, 10, 0.0188311, 0.018649, 6.13658e+08

conn_from_pod2_host1_to_pod4_host3_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0188311, 0.0186309, 6.14252e+08

conn_from_pod2_host1_to_pod4_host4_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0188372, 0.018637, 6.14051e+08

conn_from_pod2_host1_to_pod4_host5_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0182584, 0.0180643, 6.33519e+08

conn_from_pod2_host1_to_pod4_host6_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0186173, 0.0184194, 6.21307e+08

conn_from_pod2_host1_to_pod4_host7_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0188445, 0.0186442, 6.13815e+08

conn_from_pod2_host1_to_pod4_host8_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0188379, 0.0186377, 6.14029e+08

conn_from_pod2_host1_to_pod4_host9_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0183554, 0.0181604, 6.30169e+08

conn_from_pod2_host1_to_pod5_host1_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0188438, 0.0186435, 6.13838e+08

conn_from_pod2_host1_to_pod5_host2_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0188434, 0.0186432, 6.13849e+08

conn_from_pod2_host1_to_pod5_host3_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0188414, 0.0186411, 6.13917e+08

conn_from_pod2_host1_to_pod5_host4_flow_1, 1500, 1536000, 1551000, 1536000, 0.976562, 15000, 10, 0.0187562, 0.0185748, 6.16109e+08

conn_from_pod2_host1_to_pod5_host5_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0185272, 0.0183303, 6.24326e+08

conn_from_pod2_host1_to_pod5_host6_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0188393, 0.0186391, 6.13984e+08

conn_from_pod2_host1_to_pod5_host7_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.01883, 0.0186299, 6.14286e+08

conn_from_pod2_host1_to_pod5_host8_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187307, 0.0185316, 6.17545e+08

conn_from_pod2_host1_to_pod5_host9_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0186853, 0.0184867, 6.19044e+08

conn_from_pod2_host1_to_pod6_host1_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0188386, 0.0186384, 6.14006e+08

conn_from_pod2_host1_to_pod6_host2_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0184302, 0.0182343, 6.27613e+08

conn_from_pod2_host1_to_pod6_host3_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0183268, 0.0181321, 6.31152e+08

conn_from_pod2_host1_to_pod6_host4_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0184623, 0.0182661, 6.2652e+08

conn_from_pod2_host1_to_pod6_host5_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187802, 0.0185806, 6.15915e+08

conn_from_pod2_host1_to_pod6_host6_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0184289, 0.0182331, 6.27656e+08

conn_from_pod2_host1_to_pod6_host7_flow_1, 1500, 1536000, 1551000, 1536000, 0.976562, 15000, 10, 0.0183071, 0.01813, 6.31224e+08

conn_from_pod2_host1_to_pod6_host8_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0188579, 0.0186575, 6.13378e+08

conn_from_pod2_host1_to_pod6_host9_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187858, 0.0185861, 6.15733e+08

conn_from_pod2_host2_to_pod1_host1_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.018747, 0.0185477, 6.17008e+08

conn_from_pod2_host2_to_pod1_host2_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0186391, 0.018441, 6.20577e+08

conn_from_pod2_host2_to_pod1_host3_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0186417, 0.0184436, 6.20491e+08

conn_from_pod2_host2_to_pod1_host4_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0183938, 0.0181983, 6.28853e+08

conn_from_pod2_host2_to_pod1_host5_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0185843, 0.0183868, 6.22407e+08

conn_from_pod2_host2_to_pod1_host6_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187181, 0.0185192, 6.17959e+08

conn_from_pod2_host2_to_pod1_host7_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0182837, 0.0180894, 6.32641e+08

conn_from_pod2_host2_to_pod1_host8_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0186017, 0.018404, 6.21827e+08

conn_from_pod2_host2_to_pod1_host9_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.018733, 0.0185339, 6.17467e+08

conn_from_pod2_host2_to_pod2_host1_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187541, 0.0185548, 6.16773e+08

conn_from_pod2_host2_to_pod2_host3_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187205, 0.0185215, 6.17881e+08

conn_from_pod2_host2_to_pod2_host4_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187378, 0.0185386, 6.1731e+08

conn_from_pod2_host2_to_pod2_host5_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0184394, 0.0182434, 6.27299e+08

conn_from_pod2_host2_to_pod2_host6_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.018751, 0.0185517, 6.16874e+08

conn_from_pod2_host2_to_pod2_host7_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0183833, 0.0181879, 6.29214e+08

conn_from_pod2_host2_to_pod2_host8_flow_1, 1500, 1536000, 1551000, 1536000, 0.976562, 15000, 10, 0.0187048, 0.0185239, 6.17803e+08

conn_from_pod2_host2_to_pod2_host9_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0185837, 0.0183862, 6.22428e+08

conn_from_pod2_host2_to_pod3_host1_flow_1, 1500, 1536000, 1551000, 1536000, 0.976562, 15000, 10, 0.0182925, 0.0181155, 6.31728e+08

conn_from_pod2_host2_to_pod3_host2_flow_1, 1500, 1536000, 1551000, 1536000, 0.976562, 15000, 10, 0.0185921, 0.0184123, 6.21546e+08

conn_from_pod2_host2_to_pod3_host3_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0186269, 0.0184289, 6.20986e+08

conn_from_pod2_host2_to_pod3_host4_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187279, 0.0185289, 6.17635e+08

conn_from_pod2_host2_to_pod3_host5_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187191, 0.0185202, 6.17925e+08

conn_from_pod2_host2_to_pod3_host6_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.018598, 0.0184004, 6.21949e+08

conn_from_pod2_host2_to_pod3_host7_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187558, 0.0185565, 6.16717e+08

conn_from_pod2_host2_to_pod3_host8_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187093, 0.0185105, 6.1825e+08

conn_from_pod2_host2_to_pod3_host9_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0184739, 0.0182775, 6.26129e+08

conn_from_pod2_host2_to_pod4_host1_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187096, 0.0185108, 6.18239e+08

conn_from_pod2_host2_to_pod4_host2_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187589, 0.0185595, 6.16616e+08

conn_from_pod2_host2_to_pod4_host3_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187286, 0.0185296, 6.17612e+08

conn_from_pod2_host2_to_pod4_host4_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187351, 0.0185359, 6.174e+08

conn_from_pod2_host2_to_pod4_host5_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0182871, 0.0180928, 6.32523e+08

conn_from_pod2_host2_to_pod4_host6_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0186072, 0.0184095, 6.21642e+08

conn_from_pod2_host2_to_pod4_host7_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.018763, 0.0185636, 6.16482e+08

conn_from_pod2_host2_to_pod4_host8_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187442, 0.018545, 6.17098e+08

conn_from_pod2_host2_to_pod4_host9_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0183232, 0.0181285, 6.31276e+08

conn_from_pod2_host2_to_pod5_host1_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187647, 0.0185652, 6.16425e+08

conn_from_pod2_host2_to_pod5_host2_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187684, 0.0185689, 6.16303e+08

conn_from_pod2_host2_to_pod5_host3_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187538, 0.0185544, 6.16784e+08

conn_from_pod2_host2_to_pod5_host4_flow_1, 1500, 1536000, 1551000, 1536000, 0.976562, 15000, 10, 0.018699, 0.0185181, 6.17993e+08

conn_from_pod2_host2_to_pod5_host5_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0184327, 0.0182368, 6.27527e+08

conn_from_pod2_host2_to_pod5_host6_flow_1, 1500, 1536000, 1551000, 1536000, 0.976562, 15000, 10, 0.0187312, 0.0185501, 6.1693e+08

conn_from_pod2_host2_to_pod5_host7_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187466, 0.0185474, 6.1702e+08

conn_from_pod2_host2_to_pod5_host8_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0186974, 0.0184987, 6.18643e+08

conn_from_pod2_host2_to_pod5_host9_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0186628, 0.0184644, 6.19791e+08

conn_from_pod2_host2_to_pod6_host1_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187493, 0.0185501, 6.1693e+08

conn_from_pod2_host2_to_pod6_host2_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.018399, 0.0182035, 6.28676e+08

conn_from_pod2_host2_to_pod6_host3_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0183389, 0.018144, 6.30739e+08

conn_from_pod2_host2_to_pod6_host4_flow_1, 1500, 1536000, 1551000, 1536000, 0.976562, 15000, 10, 0.0184195, 0.0182413, 6.27372e+08

conn_from_pod2_host2_to_pod6_host5_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187184, 0.0185195, 6.17948e+08

conn_from_pod2_host2_to_pod6_host6_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0184276, 0.0182318, 6.27701e+08

conn_from_pod2_host2_to_pod6_host7_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0183707, 0.0181754, 6.29646e+08

conn_from_pod2_host2_to_pod6_host8_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187735, 0.018574, 6.16135e+08

conn_from_pod2_host2_to_pod6_host9_flow_1, 1500, 1536000, 1551000, 1536000, 0.976562, 15000, 10, 0.0187119, 0.0185309, 6.17568e+08

conn_from_pod2_host3_to_pod1_host1_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187607, 0.0185614, 6.16555e+08

conn_from_pod2_host3_to_pod1_host2_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0186361, 0.018438, 6.20678e+08

conn_from_pod2_host3_to_pod1_host3_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0186521, 0.0184539, 6.20145e+08

conn_from_pod2_host3_to_pod1_host4_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0183886, 0.0181932, 6.29033e+08

conn_from_pod2_host3_to_pod1_host5_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0186008, 0.0184031, 6.21857e+08

conn_from_pod2_host3_to_pod1_host6_flow_1, 1500, 1536000, 1551000, 1536000, 0.976562, 15000, 10, 0.0187331, 0.0185519, 6.16868e+08

conn_from_pod2_host3_to_pod1_host7_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0182756, 0.0180814, 6.32921e+08

conn_from_pod2_host3_to_pod1_host8_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0186065, 0.0184088, 6.21665e+08

conn_from_pod2_host3_to_pod1_host9_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187512, 0.0185519, 6.16868e+08

conn_from_pod2_host3_to_pod2_host1_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187512, 0.0185519, 6.16868e+08

conn_from_pod2_host3_to_pod2_host2_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187225, 0.0185235, 6.17815e+08

conn_from_pod2_host3_to_pod2_host4_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187618, 0.0185624, 6.16521e+08

conn_from_pod2_host3_to_pod2_host5_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0184575, 0.0182613, 6.26684e+08

conn_from_pod2_host3_to_pod2_host6_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187618, 0.0185624, 6.16521e+08

conn_from_pod2_host3_to_pod2_host7_flow_1, 1500, 1536000, 1551000, 1536000, 0.976562, 15000, 10, 0.0184018, 0.0182239, 6.27973e+08

conn_from_pod2_host3_to_pod2_host8_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187454, 0.0185462, 6.17059e+08

conn_from_pod2_host3_to_pod2_host9_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.018577, 0.0183796, 6.22653e+08

conn_from_pod2_host3_to_pod3_host1_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0183137, 0.0181191, 6.31604e+08

conn_from_pod2_host3_to_pod3_host2_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0186121, 0.0184143, 6.21479e+08

conn_from_pod2_host3_to_pod3_host3_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0186248, 0.0184268, 6.21057e+08

conn_from_pod2_host3_to_pod3_host4_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187522, 0.0185529, 6.16834e+08

conn_from_pod2_host3_to_pod3_host5_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187594, 0.01856, 6.16599e+08

conn_from_pod2_host3_to_pod3_host6_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0186114, 0.0184136, 6.21502e+08

conn_from_pod2_host3_to_pod3_host7_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187502, 0.0185509, 6.16901e+08

conn_from_pod2_host3_to_pod3_host8_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187189, 0.01852, 6.17931e+08

conn_from_pod2_host3_to_pod3_host9_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0185172, 0.0183204, 6.24663e+08

conn_from_pod2_host3_to_pod4_host1_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187398, 0.0185406, 6.17244e+08

conn_from_pod2_host3_to_pod4_host2_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187778, 0.0185782, 6.15995e+08

conn_from_pod2_host3_to_pod4_host3_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187437, 0.0185445, 6.17115e+08

conn_from_pod2_host3_to_pod4_host4_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187662, 0.0185668, 6.16375e+08

conn_from_pod2_host3_to_pod4_host5_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0183273, 0.0181326, 6.31135e+08

conn_from_pod2_host3_to_pod4_host6_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.018578, 0.0183806, 6.22618e+08

conn_from_pod2_host3_to_pod4_host7_flow_1, 1500, 1536000, 1551000, 1536000, 0.976562, 15000, 10, 0.0187661, 0.0185846, 6.15782e+08

conn_from_pod2_host3_to_pod4_host8_flow_1, 1500, 1536000, 1551000, 1536000, 0.976562, 15000, 10, 0.0187426, 0.0185613, 6.16555e+08

conn_from_pod2_host3_to_pod4_host9_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0183125, 0.0181179, 6.31646e+08

conn_from_pod2_host3_to_pod5_host1_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187829, 0.0185833, 6.15828e+08

conn_from_pod2_host3_to_pod5_host2_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187843, 0.0185847, 6.15782e+08

conn_from_pod2_host3_to_pod5_host3_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187485, 0.0185492, 6.16958e+08

conn_from_pod2_host3_to_pod5_host4_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187437, 0.0185445, 6.17115e+08

conn_from_pod2_host3_to_pod5_host5_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0184858, 0.0182894, 6.25723e+08

conn_from_pod2_host3_to_pod5_host6_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187458, 0.0185465, 6.17047e+08

conn_from_pod2_host3_to_pod5_host7_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187594, 0.01856, 6.16599e+08

conn_from_pod2_host3_to_pod5_host8_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0186731, 0.0184747, 6.19448e+08

conn_from_pod2_host3_to_pod5_host9_flow_1, 1500, 1536000, 1551000, 1536000, 0.976562, 15000, 10, 0.0186514, 0.018471, 6.19571e+08

conn_from_pod2_host3_to_pod6_host1_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187557, 0.0185563, 6.16722e+08

conn_from_pod2_host3_to_pod6_host2_flow_1, 1500, 1536000, 1551000, 1536000, 0.976562, 15000, 10, 0.018413, 0.018235, 6.27591e+08

conn_from_pod2_host3_to_pod6_host3_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0183796, 0.0181843, 6.29339e+08

conn_from_pod2_host3_to_pod6_host4_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0184924, 0.0182958, 6.25502e+08

conn_from_pod2_host3_to_pod6_host5_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187437, 0.0185445, 6.17115e+08

conn_from_pod2_host3_to_pod6_host6_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0184536, 0.0182574, 6.26818e+08

conn_from_pod2_host3_to_pod6_host7_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0183844, 0.018189, 6.29175e+08

conn_from_pod2_host3_to_pod6_host8_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187441, 0.0185449, 6.17103e+08

conn_from_pod2_host3_to_pod6_host9_flow_1, 1500, 1536000, 1551000, 1536000, 0.976562, 15000, 10, 0.0187256, 0.0185445, 6.17115e+08

conn_from_pod2_host4_to_pod1_host1_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0188306, 0.0186305, 6.14268e+08

conn_from_pod2_host4_to_pod1_host2_flow_1, 1500, 1536000, 1551000, 1536000, 0.976562, 15000, 10, 0.0186635, 0.018483, 6.19169e+08

conn_from_pod2_host4_to_pod1_host3_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0186784, 0.0184799, 6.19274e+08

conn_from_pod2_host4_to_pod1_host4_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0183827, 0.0181873, 6.29234e+08

conn_from_pod2_host4_to_pod1_host5_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0186382, 0.0184402, 6.20607e+08

conn_from_pod2_host4_to_pod1_host6_flow_1, 1500, 1536000, 1551000, 1536000, 0.976562, 15000, 10, 0.0187765, 0.0185949, 6.15443e+08

conn_from_pod2_host4_to_pod1_host7_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0182944, 0.0180999, 6.32272e+08

conn_from_pod2_host4_to_pod1_host8_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0186215, 0.0184236, 6.21166e+08

conn_from_pod2_host4_to_pod1_host9_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0188268, 0.0186267, 6.14391e+08

conn_from_pod2_host4_to_pod2_host1_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0188275, 0.0186274, 6.14369e+08

conn_from_pod2_host4_to_pod2_host2_flow_1, 1500, 1536000, 1551000, 1536000, 0.976562, 15000, 10, 0.0187505, 0.0185692, 6.16296e+08

conn_from_pod2_host4_to_pod2_host3_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187691, 0.0185697, 6.16279e+08

conn_from_pod2_host4_to_pod2_host5_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0184652, 0.0182689, 6.26425e+08

conn_from_pod2_host4_to_pod2_host6_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0188296, 0.0186294, 6.14301e+08

conn_from_pod2_host4_to_pod2_host7_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0183686, 0.0181734, 6.29717e+08

conn_from_pod2_host4_to_pod2_host8_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187877, 0.0185881, 6.15669e+08

conn_from_pod2_host4_to_pod2_host9_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0186531, 0.0184549, 6.20112e+08

conn_from_pod2_host4_to_pod3_host1_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0182807, 0.0180864, 6.32746e+08

conn_from_pod2_host4_to_pod3_host2_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0186393, 0.0184412, 6.20571e+08

conn_from_pod2_host4_to_pod3_host3_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0186618, 0.0184634, 6.19825e+08

conn_from_pod2_host4_to_pod3_host4_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0188254, 0.0186254, 6.14436e+08

conn_from_pod2_host4_to_pod3_host5_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0188306, 0.0186304, 6.14268e+08

conn_from_pod2_host4_to_pod3_host6_flow_1, 1500, 1536000, 1551000, 1536000, 0.976562, 15000, 10, 0.0186209, 0.0184408, 6.20585e+08

conn_from_pod2_host4_to_pod3_host7_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0188296, 0.0186294, 6.14302e+08

conn_from_pod2_host4_to_pod3_host8_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187298, 0.0185307, 6.17573e+08

conn_from_pod2_host4_to_pod3_host9_flow_1, 1500, 1536000, 1551000, 1536000, 0.976562, 15000, 10, 0.0185299, 0.0183507, 6.23633e+08

conn_from_pod2_host4_to_pod4_host1_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0187592, 0.0185598, 6.16607e+08

conn_from_pod2_host4_to_pod4_host2_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.018832, 0.0186318, 6.14222e+08

conn_from_pod2_host4_to_pod4_host3_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0188002, 0.0186004, 6.15261e+08

conn_from_pod2_host4_to_pod4_host4_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0188295, 0.0186294, 6.14302e+08

conn_from_pod2_host4_to_pod4_host5_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0182503, 0.0180563, 6.33799e+08

conn_from_pod2_host4_to_pod4_host6_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.018607, 0.0184093, 6.21648e+08

conn_from_pod2_host4_to_pod4_host7_flow_1, 1500, 1536000, 1552500, 1536000, 1.07422, 16500, 11, 0.0188406, 0.0186403, 6.13942e+08

