Time,from_ingress_queue_size,to_ingress_queue_size
0,10000,nan
745.058,0,10000
749.058,0,0
2000,10000,0
2745.06,0,10000
2748.06,0,0
4473.5,10000,0
4474.5,20000,0
5218.56,10000,10000
5221.56,10000,0
5963.61,0,10000
5966.61,0,0
13420.5,10000,0
13421.5,20000,0
14165.6,10000,10000
14169.6,10000,0
14901.3,20000,0
14910.6,10000,0
15655.7,0,10000
15659.7,0,0
16391.4,10000,0
17136.5,0,10000
17140.4,0,0
31297.6,10000,0
31298.6,20000,0
32042.6,10000,10000
32047.6,10000,0
32787.7,0,10000
32791.7,0,0
38745.2,10000,0
39490.2,0,10000
39494.2,0,0
40233.3,10000,0
40978.3,0,10000
40981.3,0,0
49920,10000,0
49921,20000,0
50665.1,10000,10000
50670,10000,0
51409.2,20000,0
51410.2,10000,10000
51414.2,10000,0
52155.2,0,10000
52159.2,0,0
60350.9,10000,0
61095.9,0,10000
61100.8,0,0
61840,10000,0
61841,20000,0
62585,10000,10000
62588,10000,0
62589,20000,0
63330.1,10000,10000
63333,10000,0
64075.1,0,10000
64079.1,0,0
70781.7,10000,0
71526.7,0,10000
71531.6,0,0
72270.8,10000,0
73015.8,0,10000
73018.8,0,0
73765.9,10000,0
74510,20000,0
74511,20000,10000
74515,20000,0
75256,10000,10000
75260,10000,0
76001.1,0,10000
76004.1,0,0
84192.7,10000,0
84937.8,0,10000
84940.7,0,0
85686.8,10000,0
86431.9,0,10000
86435.9,0,0
98352.8,10000,0
98353.8,20000,0
99097.9,10000,10000
99101.9,10000,0
99842.9,0,10000
99845.9,0,0
108780,10000,0
108781,20000,0
109525,10000,10000
109530,10000,0
110269,20000,0
110270,10000,10000
110274,10000,0
111015,0,10000
111019,0,0
122940,10000,0
123685,0,10000
123689,0,0
124425,10000,0
125170,0,10000
125173,0,0
125174,10000,0
125175,20000,0
125919,10000,10000
125925,10000,0
126664,0,10000
126668,0,0
140820,10000,0
141565,0,10000
141570,0,0
142310,10000,0
143055,0,10000
143061,0,0
154976,10000,0
155721,0,10000
155726,0,0
156462,10000,0
156463,20000,0
157207,10000,10000
157210,10000,0
157952,0,10000
157956,0,0
166152,10000,0
166897,0,10000
166902,0,0
168387,10000,0
169132,0,10000
169138,0,0
180308,10000,0
181053,0,10000
181058,0,0
181794,10000,0
182539,0,10000
182542,0,0
192974,10000,0
192975,20000,0
193719,10000,10000
193724,10000,0
194460,20000,0
194464,10000,10000
194468,10000,0
195209,0,10000
195213,0,0
204895,10000,0
205640,0,10000
205645,0,0
206381,10000,0
206382,20000,0
207126,10000,10000
207130,10000,0
207131,20000,0
207871,10000,10000
207875,10000,0
208616,0,10000
208620,0,0
216813,10000,0
217558,0,10000
217560,0,0
217561,10000,0
218306,10000,10000
218311,10000,0
219047,20000,0
219048,30000,0
219051,20000,10000
219055,20000,0
219796,10000,10000
219800,10000,0
220541,0,10000
220543,0,0
227248,10000,0
227993,0,10000
227997,0,0
228733,10000,0
229478,0,10000
229481,0,0
229482,10000,0
230227,10000,10000
230232,10000,0
230972,0,10000
230976,0,0
231713,10000,0
231714,20000,0
232458,10000,10000
232460,10000,0
233203,0,10000
233205,0,0
240655,10000,0
241400,0,10000
241402,0,0
242149,10000,0
242894,0,10000
242898,0,0
247364,10000,0
247365,20000,0
248109,10000,10000
248112,10000,0
248855,0,10000
248859,0,0
257046,10000,0
257791,0,10000
257793,0,0
258540,10000,0
259285,0,10000
259289,0,0
263009,10000,0
263754,10000,10000
263759,10000,0
264499,0,10000
264503,0,0
270461,10000,0
271206,0,10000
271210,0,0
271946,10000,0
271947,20000,0
272691,10000,10000
272694,10000,0
273436,0,10000
273440,0,0
274930,10000,0
275675,10000,10000
275680,10000,0
276420,0,10000
276425,0,0
282381,10000,0
283126,0,10000
283131,0,0
283867,10000,0
284612,0,10000
284615,0,0
284616,10000,0
284617,20000,0
285361,10000,10000
285366,10000,0
286106,0,10000
286110,0,0
287598,10000,0
288343,0,10000
288348,0,0
289083,10000,0
289828,0,10000
289830,0,0
301754,10000,0
301755,20000,0
302499,20000,10000
302504,20000,0
303244,10000,10000
303248,10000,0
303984,20000,0
303989,10000,10000
303991,10000,0
304734,0,10000
304738,0,0
313674,10000,0
314419,0,10000
314420,10000,10000
314425,10000,0
315165,0,10000
315169,0,0
315905,10000,0
316650,0,10000
316652,0,0
316653,10000,0
316654,20000,0
317398,10000,10000
317399,10000,0
318143,0,10000
318144,0,0
323356,10000,0
324101,10000,10000
324106,10000,0
324846,0,10000
324850,0,0
325591,10000,0
326336,0,10000
326338,0,0
326339,10000,0
327084,0,10000
327085,0,0
327086,10000,0
327087,20000,0
327831,10000,10000
327836,10000,0
328576,0,10000
328580,0,0
333787,10000,0
334532,10000,10000
334537,10000,0
335277,0,10000
335281,0,0
336021,10000,0
336766,0,10000
336768,0,0
336769,10000,0
337514,0,10000
337515,0,0
337516,10000,0
338262,0,10000
338266,0,0
339002,10000,0
339747,0,10000
339749,0,0
346457,10000,0
347202,0,10000
347207,0,0
